x,y,prediction
0.5333075352131915,0.4377276062822912,0.6357423663139343
0.790432961839195,0.508188984085934,0.6366918683052063
0.5280848578942248,0.6268977965695116,0.6323596835136414
0.6894329391628078,0.5743818452791801,0.6346624493598938
0.12071090739087603,0.15827374172685058,0.6371548175811768
0.38966148525315125,0.4735356409777578,0.633885383605957
0.7130539889251729,0.46526230798206825,0.6367894411087036
0.23020618875833773,0.17377853841428478,0.637814998626709
0.5315796871241204,0.6333370908266172,0.6322758793830872
0.4923275044286975,0.4096311020363276,0.6358886361122131
0.4373335206975791,0.5851124377279375,0.6323230862617493
0.5164119833411808,0.4502927158900421,0.635376513004303
0.25679971643482685,0.1485946464348827,0.6384862065315247
0.5216898837288108,0.8340955899480759,0.6286489367485046
0.32168654478735986,0.26560123140102265,0.6369748711585999
0.6775763484456669,0.6410106647137407,0.6333855986595154
0.197676929997403,0.29791658061742865,0.6353470683097839
0.3698198546993971,0.5266106762898162,0.632779598236084
0.668065212068988,0.6416180891373089,0.6332937479019165
0.7689861368460492,0.5124795690891039,0.6364332437515259
0.5296416043630005,0.7359866431584816,0.6304479837417603
0.5523918952800556,0.39098225725249236,0.6367299556732178
0.548063271078057,0.550524798838071,0.6338777542114258
0.7249613260075274,0.6647107946698474,0.6333714723587036
0.472015049975506,0.5752606794194739,0.6327927112579346
0.7644350992300923,0.4941071469030373,0.6367186307907104
0.41018934625591735,0.3576626365271292,0.6361051797866821
0.5390794180301348,0.6546018002472707,0.6319646239280701
0.2918213768183133,0.21142680805930167,0.6376761794090271
0.8056084553353157,0.5862364164435482,0.6354440450668335
0.47396439536405144,0.8153525987231803,0.6285726428031921
0.7950917017773543,0.5506482869776664,0.6359823346138
0.40746364196772894,0.39729499871306423,0.6353825926780701
0.391029125627855,0.5638090396744533,0.6323040723800659
0.3788955530424655,0.24601743037783347,0.6378083825111389
0.5489860863367082,0.3471422302397429,0.637474536895752
0.6567912038661972,0.5570148552870912,0.634690523147583
0.5171783279050812,0.8195893127926301,0.62886643409729
0.40091865303005136,0.6619589283926233,0.6306564807891846
0.060587094513887225,0.0550774319530448,0.638463020324707
0.6970976901430539,0.49050679620974535,0.6362078785896301
0.7865751322627498,0.46746899627922556,0.6373775005340576
0.15807977440975224,0.2711108051671988,0.6354823708534241
0.3665441999457738,0.44625684673578264,0.6341696381568909
0.3370112093244181,0.3880878539502199,0.6349442005157471
0.5336001309313726,0.7359931459710243,0.6304816603660583
0.5346486276758219,0.4772486690094661,0.6350563764572144
0.5051349882169395,0.7131074760665459,0.6306427121162415
0.6889593151305947,0.6022056118013699,0.6341674327850342
0.1952391470261011,0.16309749416076766,0.6377052664756775
0.3779612131257453,0.2629429934436672,0.6375017166137695
0.2488482496807133,0.40780022624996354,0.6338444352149963
0.1381185877311978,0.2147205580515539,0.6363071799278259
0.31251212212332125,0.29710204336036306,0.6363407969474792
0.7915596885771873,0.5248713906074901,0.6364070773124695
0.30250551699717715,0.3450517669177197,0.6354093551635742
0.3857129487988135,0.5766367339750442,0.6320323944091797
0.5501198969788903,0.35125842901268933,0.6374115347862244
0.7637637180032772,0.62937470922198,0.6343259811401367
0.6940667192585486,0.6576952968641319,0.6332318186759949
0.6006935234304964,0.7488745030933389,0.6308265328407288
0.5156858171499841,0.6428662859688535,0.6319721937179565
0.06425995365618552,0.0500742435051726,0.6385826468467712
0.556772376409366,0.7924463012767582,0.6296830773353577
0.5743728138760841,0.4639654504782306,0.6356295943260193
0.6360575089476043,0.37352326345836523,0.637751579284668
0.38981276211634697,0.6197993072811333,0.6313056945800781
0.7092986201644327,0.5585622834686602,0.6351110339164734
0.756024054837053,0.4886625489692163,0.6367429494857788
0.23475299106388386,0.32174631889155686,0.635242760181427
0.6876218138678369,0.48809784506112275,0.6361695528030396
0.20487175258479232,0.2439845234728858,0.6363601088523865
0.6923338117569787,0.6527554505815477,0.6333041787147522
0.4187147487019863,0.6623640124650346,0.6308011412620544
0.8218687001222115,0.5268017944733782,0.6366314888000488
0.7628183594216388,0.6065905628202133,0.634719967842102
0.4608761165888165,0.747694329777894,0.6296549439430237
0.25536784590599826,0.2501207505836005,0.6366824507713318
0.14242035915436335,0.22992740427097108,0.6360755562782288
0.5047487687947942,0.8362240969235707,0.6284669041633606
0.3888744663651583,0.2370886147098047,0.6380510330200195
