epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,1.5999648571014404,
0,71,,,1.5478779077529907
0,71,1.643986701965332,,
1,99,,1.5195807218551636,
1,143,,,1.368957757949829
1,143,1.4547609090805054,,
2,149,,1.3863171339035034,
2,199,,1.2519416809082031,
2,215,,,1.2092537879943848
2,215,1.286271572113037,,
3,249,,1.1799371242523193,
3,287,,,1.0673675537109375
3,287,1.1359609365463257,,
4,299,,1.0478581190109253,
4,349,,0.9731642007827759,
4,359,,,0.9405588507652283
4,359,1.0019932985305786,,
5,399,,0.8661124110221863,
5,431,,,0.8276585340499878
5,431,0.8825138211250305,,
6,449,,0.8161499500274658,
6,499,,0.738029956817627,
6,503,,,0.7270296812057495
6,503,0.7759471535682678,,
7,549,,0.6734160780906677,
7,575,,,0.6373934149742126
7,575,0.6809321045875549,,
8,599,,0.6038461923599243,
8,647,,,0.5575745701789856
8,647,0.5963579416275024,,
9,649,,0.5351830124855042,
9,699,,0.4391617178916931,
9,719,,,0.4868793487548828
9,719,0.5211719274520874,,
10,749,,0.4757779538631439,
10,791,,,0.42416906356811523
10,791,0.45449206233024597,,
11,799,,0.43026280403137207,
11,849,,0.4041604995727539,
11,863,,,0.3689045310020447
11,863,0.3955535888671875,,
12,899,,0.32283833622932434,
12,935,,,0.32023999094963074
12,935,0.34371036291122437,,
13,949,,0.3114585280418396,
13,999,,0.2746411859989166,
13,1007,,,0.2779230773448944
13,1007,0.29824891686439514,,
14,1049,,0.2578555941581726,
14,1079,,,0.2410501390695572
14,1079,0.2586650550365448,,
15,1099,,0.2392490655183792,
15,1149,,0.2198881059885025,
15,1151,,,0.20916178822517395
15,1151,0.22436931729316711,,
16,1199,,0.2068949192762375,
16,1223,,,0.18178848922252655
16,1223,0.1948571652173996,,
17,1249,,0.16070133447647095,
17,1295,,,0.15860357880592346
17,1295,0.16959385573863983,,
18,1299,,0.1638372242450714,
18,1349,,0.14494624733924866,
18,1367,,,0.13897545635700226
18,1367,0.14818090200424194,,
19,1399,,0.14605793356895447,
19,1439,,,0.122443787753582
19,1439,0.13014662265777588,,
