epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.2701220214366913,
0,71,,,0.29031825065612793
0,71,0.3160860240459442,,
1,99,,0.24969497323036194,
1,143,,,0.2272249311208725
1,143,0.24669305980205536,,
2,149,,0.1993301957845688,
2,199,,0.19325438141822815,
2,215,,,0.1788017898797989
2,215,0.19292616844177246,,
3,249,,0.15278977155685425,
3,287,,,0.14224016666412354
3,287,0.15215589106082916,,
4,299,,0.15533176064491272,
4,349,,0.11489389836788177,
4,359,,,0.11532795429229736
4,359,0.1219315230846405,,
5,399,,0.09155939519405365,
5,431,,,0.09600593149662018
5,431,0.10007744282484055,,
6,449,,0.09957475960254669,
6,499,,0.09870768338441849,
6,503,,,0.08245804905891418
6,503,0.08467459678649902,,
7,549,,0.07983990013599396,
7,575,,,0.07319385558366776
7,575,0.07413404434919357,,
8,599,,0.07329057157039642,
8,647,,,0.06698907911777496
8,647,0.0670832172036171,,
9,649,,0.07130350917577744,
9,699,,0.058762118220329285,
9,719,,,0.06296752393245697
9,719,0.06248033419251442,,
10,749,,0.06077618896961212,
10,791,,,0.06035405397415161
10,791,0.05955859273672104,,
11,799,,0.06043475493788719,
11,849,,0.061455488204956055,
11,863,,,0.05871040001511574
11,863,0.05773715302348137,,
12,899,,0.05822601169347763,
12,935,,,0.05768937990069389
12,935,0.05663248524069786,,
13,949,,0.05217411369085312,
13,999,,0.053085703402757645,
13,1007,,,0.0570748895406723
13,1007,0.05598482862114906,,
14,1049,,0.058687902987003326,
14,1079,,,0.056686729192733765
14,1079,0.055605482310056686,,
15,1099,,0.056884799152612686,
15,1149,,0.05702044814825058,
15,1151,,,0.05647273734211922
15,1151,0.05538890138268471,,
16,1199,,0.052607350051403046,
16,1223,,,0.05633627995848656
16,1223,0.05527471750974655,,
17,1249,,0.053721047937870026,
17,1295,,,0.056263409554958344
17,1295,0.0552123598754406,,
18,1299,,0.0545378252863884,
18,1349,,0.055233992636203766,
18,1367,,,0.05621018260717392
18,1367,0.05517910048365593,,
19,1399,,0.05154069885611534,
19,1439,,,0.056187957525253296
19,1439,0.055166199803352356,,
