epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.23613868653774261,
0,71,,,0.21749737858772278
0,71,0.2502174973487854,,
1,99,,0.20703399181365967,
1,143,,,0.16499030590057373
1,143,0.18791790306568146,,
2,149,,0.13009577989578247,
2,199,,0.1408309042453766,
2,215,,,0.12850239872932434
2,215,0.14356571435928345,,
3,249,,0.10842623561620712,
3,287,,,0.10338789969682693
3,287,0.1131315752863884,,
4,299,,0.0936889797449112,
4,349,,0.0931130051612854,
4,359,,,0.08680076897144318
4,359,0.09271452575922012,,
5,399,,0.07443204522132874,
5,431,,,0.07586419582366943
5,431,0.07931254059076309,,
6,449,,0.07239814102649689,
6,499,,0.06070920079946518,
6,503,,,0.06876972317695618
6,503,0.07057226449251175,,
7,549,,0.06407752633094788,
7,575,,,0.06414684653282166
7,575,0.06491084396839142,,
8,599,,0.057541053742170334,
8,647,,,0.06112866476178169
8,647,0.061260886490345,,
9,649,,0.05549122393131256,
9,699,,0.053189717233181,
9,719,,,0.05917541682720184
9,719,0.05891120061278343,,
10,749,,0.05830732733011246,
10,791,,,0.05796610936522484
10,791,0.057409223169088364,,
11,799,,0.061055030673742294,
11,849,,0.05261043831706047,
11,863,,,0.05718738213181496
11,863,0.056475427001714706,,
12,899,,0.058778971433639526,
12,935,,,0.056725673377513885
12,935,0.055904511362314224,,
13,949,,0.051159679889678955,
13,999,,0.060049016028642654,
13,1007,,,0.056474972516298294
13,1007,0.05556679517030716,,
14,1049,,0.05627867951989174,
14,1079,,,0.05631339177489281
14,1079,0.055373597890138626,,
15,1099,,0.06035302206873894,
15,1149,,0.058714572340250015,
15,1151,,,0.056232668459415436
15,1151,0.055264461785554886,,
16,1199,,0.049112506210803986,
16,1223,,,0.05618997663259506
16,1223,0.05520717799663544,,
17,1249,,0.05321446433663368,
17,1295,,,0.05616562440991402
17,1295,0.055177319794893265,,
18,1299,,0.059028513729572296,
18,1349,,0.05231131240725517,
18,1367,,,0.056149352341890335
18,1367,0.05516166612505913,,
19,1399,,0.0528620220720768,
19,1439,,,0.05614922568202019
19,1439,0.05515516921877861,,
