epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,1.9036304950714111,
0,71,,,1.694725513458252
0,71,1.892958164215088,,
1,99,,1.5382580757141113,
1,143,,,1.3598637580871582
1,143,1.5187758207321167,,
2,149,,1.3024930953979492,
2,199,,1.1220403909683228,
2,215,,,1.0908865928649902
2,215,1.2183862924575806,,
3,249,,0.9871494174003601,
3,287,,,0.8743215799331665
3,287,0.9766798615455627,,
4,299,,0.8657645583152771,
4,349,,0.7173552513122559,
4,359,,,0.698024570941925
4,359,0.7814634442329407,,
5,399,,0.5732476115226746,
5,431,,,0.5550781488418579
5,431,0.622796893119812,,
6,449,,0.5143741369247437,
6,499,,0.4559358060359955,
6,503,,,0.4386996328830719
6,503,0.4936419427394867,,
7,549,,0.3752616047859192,
7,575,,,0.34432733058929443
7,575,0.3887672424316406,,
8,599,,0.3205752968788147,
8,647,,,0.26875391602516174
8,647,0.30419403314590454,,
9,649,,0.2562848627567291,
9,699,,0.2280416190624237,
9,719,,,0.2088693082332611
9,719,0.23685584962368011,,
10,749,,0.177179217338562,
10,791,,,0.16211175918579102
10,791,0.18388904631137848,,
11,799,,0.15974600613117218,
11,849,,0.12129004299640656,
11,863,,,0.12629598379135132
11,863,0.14286759495735168,,
12,899,,0.11123690754175186,
12,935,,,0.09917711466550827
12,935,0.1116175577044487,,
13,949,,0.10175976157188416,
13,999,,0.07360727339982986,
13,1007,,,0.07896070927381516
13,1007,0.0881761685013771,,
14,1049,,0.0632200762629509,
14,1079,,,0.06419917196035385
14,1079,0.07089927792549133,,
15,1099,,0.056787800043821335,
15,1149,,0.05656528100371361,
15,1151,,,0.05357035994529724
15,1151,0.058374613523483276,,
16,1199,,0.045904118567705154,
16,1223,,,0.046067845076322556
16,1223,0.04944358021020889,,
17,1249,,0.04806189611554146,
17,1295,,,0.040820151567459106
17,1295,0.04316633567214012,,
18,1299,,0.04235175997018814,
18,1349,,0.036886878311634064,
18,1367,,,0.03716469556093216
18,1367,0.03880201280117035,,
19,1399,,0.03443876653909683,
19,1439,,,0.03462529927492142
19,1439,0.03578115254640579,,
