x,y,prediction
0.5333075352131915,0.4377276062822912,0.6892547607421875
0.790432961839195,0.508188984085934,0.9171742796897888
0.5280848578942248,0.6268977965695116,0.8072317838668823
0.6894329391628078,0.5743818452791801,0.8783466815948486
0.12071090739087603,0.15827374172685058,0.2412797212600708
0.38966148525315125,0.4735356409777578,0.6189934015274048
0.7130539889251729,0.46526230798206825,0.8366691470146179
0.23020618875833773,0.17377853841428478,0.3232388496398926
0.5315796871241204,0.6333370908266172,0.8137731552124023
0.4923275044286975,0.4096311020363276,0.6441220045089722
0.4373335206975791,0.5851124377279375,0.7258133888244629
0.5164119833411808,0.4502927158900421,0.6848427653312683
0.25679971643482685,0.1485946464348827,0.3309769034385681
0.5216898837288108,0.8340955899480759,0.9566380381584167
0.32168654478735986,0.26560123140102265,0.44053786993026733
0.6775763484456669,0.6410106647137407,0.9105095863342285
0.197676929997403,0.29791658061742865,0.3856668770313263
0.3698198546993971,0.5266106762898162,0.6464424729347229
0.668065212068988,0.6416180891373089,0.9046016931533813
0.7689861368460492,0.5124795690891039,0.902927577495575
0.5296416043630005,0.7359866431584816,0.8864908218383789
0.5523918952800556,0.39098225725249236,0.6773554682731628
0.548063271078057,0.550524798838071,0.7682960629463196
0.7249613260075274,0.6647107946698474,0.9568808674812317
0.472015049975506,0.5752606794194739,0.7383221387863159
0.7644350992300923,0.4941071469030373,0.8902902603149414
0.41018934625591735,0.3576626365271292,0.5563395023345947
0.5390794180301348,0.6546018002472707,0.8330379724502563
0.2918213768183133,0.21142680805930167,0.38885483145713806
0.8056084553353157,0.5862364164435482,0.9687097072601318
0.47396439536405144,0.8153525987231803,0.9194698929786682
0.7950917017773543,0.5506482869776664,0.9421443343162537
0.40746364196772894,0.39729499871306423,0.5789237022399902
0.391029125627855,0.5638090396744533,0.6853126883506775
0.3788955530424655,0.24601743037783347,0.4722747504711151
0.5489860863367082,0.3471422302397429,0.6526196599006653
0.6567912038661972,0.5570148552870912,0.8453603386878967
0.5171783279050812,0.8195893127926301,0.9432569146156311
0.40091865303005136,0.6619589283926233,0.765229344367981
0.060587094513887225,0.0550774319530448,0.13475438952445984
0.6970976901430539,0.49050679620974535,0.8374801874160767
0.7865751322627498,0.46746899627922556,0.8947126269340515
0.15807977440975224,0.2711108051671988,0.34572193026542664
0.3665441999457738,0.44625684673578264,0.5863935947418213
0.3370112093244181,0.3880878539502199,0.5285414457321167
0.5336001309313726,0.7359931459710243,0.8886150121688843
0.5346486276758219,0.4772486690094661,0.7135521769523621
0.5051349882169395,0.7131074760665459,0.8565167784690857
0.6889593151305947,0.6022056118013699,0.8944470882415771
0.1952391470261011,0.16309749416076766,0.29212379455566406
0.3779612131257453,0.2629429934436672,0.4801240861415863
0.2488482496807133,0.40780022624996354,0.49519410729408264
0.1381185877311978,0.2147205580515539,0.29243531823158264
0.31251212212332125,0.29710204336036306,0.45321598649024963
0.7915596885771873,0.5248713906074901,0.92632657289505
0.30250551699717715,0.3450517669177197,0.4782986342906952
0.3857129487988135,0.5766367339750442,0.6922219395637512
0.5501198969788903,0.35125842901268933,0.6554974913597107
0.7637637180032772,0.62937470922198,0.962533175945282
0.6940667192585486,0.6576952968641319,0.931885302066803
0.6006935234304964,0.7488745030933389,0.9351527094841003
0.5156858171499841,0.6428662859688535,0.8112591505050659
0.06425995365618552,0.0500742435051726,0.13450637459754944
0.556772376409366,0.7924463012767582,0.9427608251571655
0.5743728138760841,0.4639654504782306,0.7334079742431641
0.6360575089476043,0.37352326345836523,0.7329938411712646
0.38981276211634697,0.6197993072811333,0.727227509021759
0.7092986201644327,0.5585622834686602,0.8833895921707153
0.756024054837053,0.4886625489692163,0.8811548948287964
0.23475299106388386,0.32174631889155686,0.4228968024253845
0.6876218138678369,0.48809784506112275,0.8291499018669128
0.20487175258479232,0.2439845234728858,0.35035255551338196
0.6923338117569787,0.6527554505815477,0.9276474714279175
0.4187147487019863,0.6623640124650346,0.7741148471832275
0.8218687001222115,0.5268017944733782,0.9504643082618713
0.7628183594216388,0.6065905628202133,0.9488215446472168
0.4608761165888165,0.747694329777894,0.8604512214660645
0.25536784590599826,0.2501207505836005,0.3859509527683258
0.14242035915436335,0.22992740427097108,0.3062250018119812
0.5047487687947942,0.8362240969235707,0.9501776099205017
0.3888744663651583,0.2370886147098047,0.47568783164024353
0.5250114271390917,0.6308579741768142,0.808191180229187
0.5256487374250022,0.5890140796630152,0.7797254323959351
0.44505885224688296,0.6691657523150546,0.7924279570579529
0.1778198058639031,0.22936160492310675,0.32441583275794983
0.6093307526352845,0.5185115564293754,0.7896493077278137
0.6059685720339333,0.7023765543397145,0.9056942462921143
0.3156691012614561,0.2084159281453702,0.4052515923976898
0.5776098303384286,0.3773603319436249,0.6894471049308777
0.5547130558188849,0.42019868787117315,0.694749653339386
0.6851506951354062,0.43248411787400676,0.799140214920044
0.5748607019088371,0.53164864656712,0.7740153074264526
0.6136548320550432,0.6548975346106217,0.8782541751861572
0.45432983963449297,0.7317466700272163,0.8449508547782898
0.7051293449677305,0.4788421323518539,0.8374844789505005
0.676169689488517,0.6906349926789787,0.9412537813186646
0.5487561140642422,0.8206364564052199,0.9597899913787842
0.08559771441077985,0.11440997915820358,0.19005417823791504
0.33869867971962087,0.4735970061526936,0.5906126499176025
0.4889290638940209,0.7305241415896615,0.8611704111099243
